#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-07-02T20:26:12 [V1.99+ (14-Oct-2013)]
Cluster,RA_ICRS,DE_ICRS,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
NGC_6404         ,264.916,-33.224,0.061,227,0.194,-0.705,0.355,NN            ,8,3.47,11.99,2500,2493,-188,-51,5849,NGC 6404                       ,264.916,-33.224
NGC_6405         ,265.069,-32.242,0.275,573,-1.306,-5.847,2.172,NN            ,7.54,0.49,8.31,459,459,-27,-6,7880,NGC 6405                       ,265.069,-32.242
NGC_6416         ,266.014,-32.344,0.241,251,-1.946,-2.327,0.922,NN            ,8.36,0.76,10.05,1020,1019,-54,-26,7321,NGC 6416                       ,266.014,-32.344
NGC_6425         ,266.733,-31.507,0.114,128,3.801,-1.647,0.987,NN            ,8.67,0.87,9.95,976,975,-34,-26,7364,NGC 6425                       ,266.733,-31.507
NGC_6444         ,267.408,-34.816,0.102,86,-0.936,-0.902,0.524,NN            ,8.25,1.1,11.44,1942,1931,-155,-127,6410,NGC 6444                       ,267.408,-34.816
NGC_6451         ,267.675,-30.206,0.078,150,-0.105,-1.335,0.304,NN            ,7.41,2.2,12.22,2777,2776,-25,-77,5563,NGC 6451                       ,267.675,-30.206
NGC_6469         ,268.277,-22.3,0.061,48,0.638,0.813,0.587,NN            ,7.84,1.62,11.17,1710,1697,195,58,6644,NGC 6469                       ,268.277,-22.3
NGC_6475         ,268.447,-34.841,0.834,819,3.099,-5.426,3.572,NN            ,8.35,0.3,7.28,285,283,-20,-22,8056,NGC 6475                       ,268.447,-34.841
NGC_6494         ,269.237,-18.987,0.292,724,0.284,-1.809,1.354,NN            ,8.58,0.91,9.35,742,730,127,37,7610,NGC 6494                       ,269.237,-18.987
NGC_6520         ,270.856,-27.884,0.028,44,0.688,-0.418,0.556,NN            ,8.09,0.88,11.1,1663,1659,83,-82,6681,NGC 6520                       ,270.856,-27.884
NGC_6531         ,271.036,-22.505,0.118,158,0.525,-1.521,0.798,NN            ,7.11,0.67,10.33,1165,1154,155,-7,7186,NGC 6531                       ,271.036,-22.505
NGC_654          ,26.008,61.883,0.053,329,-1.086,-0.265,0.313,NN            ,6.99,2.29,12.47,3125,-1970,2425,-19,10591,NGC 654                        ,26.008,61.883
NGC_6561         ,272.659,-16.74,0.082,54,-0.002,-0.754,0.655,NN            ,7.27,0.95,10.85,1480,1439,343,29,6908,NGC 6561                       ,272.659,-16.74
NGC_6568         ,273.192,-21.612,0.14,150,0.593,-1.377,0.936,NN            ,8.94,0.67,10.17,1079,1064,176,-31,7277,NGC 6568                       ,273.192,-21.612
NGC_6583         ,273.962,-22.143,0.046,170,1.303,0.11,0.413,NN            ,9.08,1.52,11.56,2053,2024,330,-91,6323,NGC 6583                       ,273.962,-22.143
NGC_659          ,26.108,60.679,0.064,138,-0.796,-0.257,0.287,NN            ,7.19,1.86,12.6,3317,-2103,2563,-88,10753,NGC 659                        ,26.108,60.679
NGC_6603         ,274.616,-18.409,0.04,403,0.119,-2.042,0.324,NN            ,8.34,1.63,12.18,2727,2658,606,-62,5713,NGC 6603                       ,274.616,-18.409
NGC_6611         ,274.688,-13.792,0.063,348,0.178,-1.576,0.566,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,NGC 6611                       ,274.688,-13.792
NGC_6613         ,274.989,-17.089,0.058,25,-0.508,-0.917,0.64,NN            ,7.26,1.11,10.85,1477,1432,362,-25,6917,NGC 6613                       ,274.989,-17.089
NGC_663          ,26.586,61.212,0.15,468,-1.11,-0.235,0.32,NN            ,7.47,2.18,12.35,2950,-1876,2276,-49,10466,NGC 663                        ,26.586,61.212
NGC_6631         ,276.79,-12.029,0.049,74,-0.388,-2.918,0.329,manual        ,8.3,2.8,12.14,2676,2522,892,-7,5885,NGC 6631                       ,276.79,-12.029
NGC_6633         ,276.845,6.615,0.36,149,1.198,-1.811,2.525,manual        ,8.84,0.3,8.14,424,339,247,61,8004,NGC 6633                       ,276.845,6.615
NGC_6645         ,278.158,-16.918,0.121,312,1.34,-0.633,0.543,NN            ,8.71,0.97,11.29,1810,1739,490,-113,6618,NGC 6645                       ,278.158,-16.918
NGC_6649         ,278.359,-10.399,0.057,483,-0.007,-0.055,0.467,NN            ,7.85,3.9,11.64,2124,1974,783,-28,6413,NGC 6649                       ,278.359,-10.399
NGC_6664         ,279.125,-8.194,0.102,179,-0.089,-2.561,0.468,NN            ,8.35,1.94,11.62,2110,1928,856,-16,6468,NGC 6664                       ,279.125,-8.194
NGC_6694         ,281.317,-9.386,0.059,163,0.144,-1.411,0.524,NN            ,8.15,1.63,11.42,1921,1754,776,-97,6631,NGC 6694                       ,281.317,-9.386
NGC_6704         ,282.687,-5.203,0.037,125,-0.73,-3.139,0.434,NN            ,8.3,2.23,11.55,2040,1796,963,-78,6614,NGC 6704                       ,282.687,-5.203
NGC_6705         ,282.766,-6.272,0.074,1183,-1.568,-4.144,0.427,NN            ,8.49,1.2,11.72,2203,1955,1009,-106,6464,NGC 6705                       ,282.766,-6.272
NGC_6709         ,282.836,10.334,0.14,247,1.414,-3.532,0.911,NN            ,8.28,0.72,10.09,1041,769,696,85,7602,NGC 6709                       ,282.836,10.334
NGC_6716         ,283.616,-19.888,0.099,76,-1.476,-6.013,1.405,NN            ,7.99,0.43,9.23,702,668,183,-116,7674,NGC 6716                       ,283.616,-19.888
NGC_6728         ,284.715,-8.953,0.128,190,1.312,-1.76,0.536,NN            ,8.78,0.84,11.31,1829,1638,791,-181,6747,NGC 6728                       ,284.715,-8.953
NGC_6735         ,285.155,-0.498,0.105,139,0.072,-1.274,0.416,NN            ,8.39,1.74,11.88,2378,1980,1312,-94,6493,NGC 6735                       ,285.155,-0.498
NGC_6755         ,286.942,4.224,0.088,217,-0.734,-3.529,0.376,NN            ,8.16,2.34,12.11,2647,2069,1649,-78,6483,NGC 6755                       ,286.942,4.224
NGC_6756         ,287.181,4.711,0.028,227,-1.584,-3.631,0.281,NN            ,7.68,3.17,12.5,3166,2456,1995,-93,6213,NGC 6756                       ,287.181,4.711
NGC_6791         ,290.221,37.778,0.068,1629,-0.421,-2.269,0.192,NN            ,9.8,0.7,13.13,4231,1423,3903,800,7942,NGC 6791                       ,290.221,37.778
NGC_6793         ,290.817,22.159,0.227,185,3.795,3.544,1.669,NN            ,8.49,0.74,8.99,628,349,521,36,8007,NGC 6793                       ,290.817,22.159
NGC_6800         ,291.664,25.008,0.18,23,0.438,-0.876,0.953,NN            ,8.61,0.83,10.03,1012,519,866,70,7868,NGC 6800                       ,291.664,25.008
NGC_6802         ,292.651,20.262,0.048,329,-2.814,-6.438,0.309,NN            ,8.82,2.37,12.2,2753,1566,2264,43,7142,NGC 6802                       ,292.651,20.262
NGC_6811         ,294.34,46.378,0.19,296,-3.399,-8.812,0.87,NN            ,9.03,0.09,10.33,1161,212,1116,241,8203,NGC 6811                       ,294.34,46.378
NGC_6819         ,295.327,40.19,0.095,1527,-2.916,-3.856,0.356,NN            ,9.35,0.4,12.21,2765,754,2628,407,8027,NGC 6819                       ,295.327,40.19
NGC_6823         ,295.794,23.321,0.074,140,-1.697,-5.304,0.446,NN            ,6.38,2.22,11.84,2330,1185,2006,-5,7430,NGC 6823                       ,295.794,23.321
NGC_6827         ,297.22,21.213,0.021,111,-2.418,-5.465,0.103,NN            ,9.11,1.98,13.79,5735,3014,4873,-233,7218,NGC 6827                       ,297.22,21.213
NGC_6830         ,297.718,23.101,0.07,92,-3.213,-5.766,0.424,NN            ,8.21,1.44,11.88,2379,1184,2062,-73,7446,NGC 6830                       ,297.718,23.101
NGC_6834         ,298.052,29.399,0.05,211,-2.487,-5.094,0.272,NN            ,7.28,1.97,12.58,3283,1351,2992,67,7602,NGC 6834                       ,298.052,29.399
NGC_6846         ,299.112,32.349,0.021,53,-2.971,-4.994,0.089,NN            ,8.69,2.85,13.63,5321,1932,4954,178,8099,NGC 6846                       ,299.112,32.349
NGC_6866         ,300.983,44.158,0.104,72,-1.365,-5.743,0.686,NN            ,8.81,0.48,10.74,1406,252,1373,167,8202,NGC 6866                       ,300.983,44.158
NGC_6871         ,301.548,35.765,0.371,430,-3.129,-6.437,0.514,NN            ,6.74,1.19,11.18,1720,512,1641,60,7997,NGC 6871                       ,301.548,35.765
NGC_6910         ,305.797,40.771,0.089,127,-3.415,-5.359,0.545,NN            ,7.13,2.83,11.19,1729,339,1695,60,8178,NGC 6910                       ,305.797,40.771
NGC_6913         ,305.943,38.487,0.106,71,-3.409,-5.771,0.553,NN            ,7.34,1.8,11.03,1608,365,1566,17,8126,NGC 6913                       ,305.943,38.487
NGC_6939         ,307.917,60.653,0.123,636,-1.841,-5.413,0.506,NN            ,9.23,0.85,11.3,1815,-182,1764,386,8703,NGC 6939                       ,307.917,60.653
NGC_6940         ,308.626,28.278,0.25,572,-1.954,-9.413,0.947,NN            ,9.13,0.41,10.21,1101,376,1026,-137,8029,NGC 6940                       ,308.626,28.278
NGC_6991         ,313.621,47.4,0.555,243,5.593,8.509,1.765,NN            ,9.19,0.2,8.81,577,26,576,15,8333,NGC 6991                       ,313.621,47.4
NGC_6997         ,314.128,44.64,0.101,88,-4.275,-6.882,1.127,NN            ,8.81,1.43,9.77,901,71,898,-7,8317,NGC 6997                       ,314.128,44.64
NGC_7024         ,316.524,41.498,0.075,32,0.096,-4.44,0.817,NN            ,8.32,1.49,10.41,1205,120,1196,-81,8306,NGC 7024                       ,316.524,41.498
NGC_7031         ,316.809,50.87,0.118,162,-1.242,-4.205,0.704,NN            ,8.19,2.14,10.8,1443,-33,1442,57,8496,NGC 7031                       ,316.809,50.87
NGC_7039         ,317.663,45.597,0.144,109,-0.32,-2.542,1.293,NN            ,7.34,0.28,9.39,753,28,753,-22,8345,NGC 7039                       ,317.663,45.597
NGC_7044         ,318.284,42.494,0.048,658,-4.976,-5.526,0.273,NN            ,9.22,1.78,12.56,3252,232,3235,-235,8729,NGC 7044                       ,318.284,42.494
NGC_7058         ,320.448,50.822,0.109,26,7.432,2.889,2.73,NN            ,7.61,0.18,7.73,350,-17,350,3,8365,NGC 7058                       ,320.4479,50.822
NGC_7062         ,320.862,46.385,0.048,94,-1.914,-4.045,0.398,NN            ,8.63,1.41,11.98,2492,1,2489,-119,8702,NGC 7062                       ,320.862,46.385
NGC_7063         ,321.122,36.507,0.12,64,1.524,-2.482,1.477,NN            ,7.99,0.23,9.1,661,78,646,-113,8286,NGC 7063                       ,321.122,36.507
NGC_7067         ,321.058,48.012,0.031,61,-3.089,-3.297,0.153,NN            ,6.79,2.27,13.61,5269,-110,5265,-154,9956,NGC 7067                       ,321.058,48.012
NGC_7082         ,322.186,47.103,0.195,282,-0.293,-1.106,0.729,NN            ,7.79,0.79,10.63,1339,-26,1337,-66,8472,NGC 7082                       ,322.186,47.103
NGC_7086         ,322.624,51.593,0.12,595,-1.656,-1.629,0.59,NN            ,8.29,1.81,11.12,1677,-128,1672,6,8632,NGC 7086                       ,322.624,51.593
NGC_7092         ,322.889,48.247,1.003,154,-7.477,-19.738,3.337,NN            ,8.6,0,7.46,311,-12,310,-12,8357,NGC 7092                       ,322.889,48.2471
NGC_7128         ,325.991,53.715,0.03,172,-4.026,-4.111,0.261,NN            ,7.42,2.59,13.12,4199,-536,4164,31,9805,NGC 7128                       ,325.991,53.715
NGC_7129         ,325.74,66.114,0.042,36,-1.759,-3.267,1.086,NN            ,7.33,1.78,9.72,878,-229,834,150,8610,NGC 7129                       ,325.74,66.114
NGC_7142         ,326.29,65.782,0.102,375,-2.747,-1.288,0.392,NN            ,9.49,1.16,11.91,2406,-628,2288,396,9255,NGC 7142                       ,326.29,65.782
NGC_7160         ,328.448,62.589,0.075,45,-3.472,-1.378,1.05,NN            ,7.16,1.07,9.78,903,-217,871,101,8601,NGC 7160                       ,328.448,62.589
NGC_7209         ,331.224,46.508,0.304,274,2.255,0.283,0.82,NN            ,8.63,0.53,10.31,1154,-109,1140,-146,8525,NGC 7209                       ,331.224,46.508
NGC_7226         ,332.605,55.398,0.019,40,-1.844,-2.065,0.185,NN            ,8.68,1.33,13.27,4500,-889,4411,-46,10229,NGC 7226                       ,332.605,55.398
NGC_7235         ,333.083,57.271,0.07,171,-3.757,-3.026,0.259,NN            ,6.97,2.37,12.98,3951,-868,3854,54,9982,NGC 7235                       ,333.083,57.271
NGC_7243         ,333.788,49.83,0.255,291,0.433,-2.857,1.116,NN            ,8.17,0.5,9.72,878,-134,864,-85,8518,NGC 7243                       ,333.788,49.83
NGC_7245         ,333.812,54.336,0.061,230,-3.952,-3.249,0.273,NN            ,8.78,0.96,12.53,3210,-632,3145,-104,9507,NGC 7245                       ,333.812,54.336
NGC_7261         ,335.056,58.128,0.051,76,-3.932,-2.909,0.278,NN            ,7.05,2.81,12.7,3462,-840,3358,55,9775,NGC 7261                       ,335.056,58.128
NGC_7281         ,336.259,57.869,0.138,40,-2.123,-1.238,0.432,NN            ,7.55,1.44,11.76,2250,-561,2179,13,9164,NGC 7281                       ,336.259,57.869
NGC_7296         ,337,52.321,0.053,64,-2.958,-2.712,0.395,NN            ,8.02,0.79,11.87,2365,-485,2307,-189,9122,NGC 7296                       ,337,52.321
NGC_7380         ,341.817,58.125,0.09,93,-2.517,-2.144,0.333,NN            ,6.62,1.59,12.86,3739,-1101,3573,-57,10094,NGC 7380                       ,341.817,58.125
NGC_7419         ,343.579,60.814,0.042,317,-2.759,-1.601,0.28,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,NGC 7419                       ,343.579,60.814
NGC_7423         ,343.789,57.096,0.032,124,-1.247,-1.25,0.239,manual        ,9.2,1.2,13,3981,-1203,3791,-158,10269,NGC 7423                       ,343.789,57.096
NGC_743          ,29.614,60.13,0.123,52,-0.03,-1.708,0.881,NN            ,8,1.4,10.34,1169,-769,879,-33,9151,NGC 743                        ,29.614,60.13
NGC_744          ,29.652,55.473,0.074,65,-1.864,-1.79,0.729,NN            ,8.13,0.84,10.69,1373,-920,1008,-147,9315,NGC 744                        ,29.652,55.473
NGC_7510         ,347.767,60.579,0.055,297,-3.664,-2.193,0.286,NN            ,7.29,2.86,12.34,2931,-1046,2738,3,9777,NGC 7510                       ,347.767,60.579
NGC_752          ,29.223,37.794,0.485,223,9.81,-11.713,2.239,NN            ,9.07,0.07,8.42,483,-324,303,-191,8669,NGC 752                        ,29.2229,37.7941
NGC_7654         ,351.195,61.59,0.133,962,-1.938,-1.131,0.596,NN            ,8.19,1.85,11.09,1653,-641,1524,12,9109,NGC 7654                       ,351.195,61.59
NGC_7762         ,357.472,68.035,0.17,419,1.452,4.016,1.002,NN            ,9.31,1.91,9.77,897,-408,794,91,8784,NGC 7762                       ,357.472,68.035
NGC_7788         ,359.179,61.395,0.045,137,-3.112,-1.762,0.3,NN            ,7.24,1.42,12.37,2974,-1324,2663,-40,10024,NGC 7788                       ,359.179,61.395
NGC_7789         ,-0.666,56.726,0.211,2897,-0.922,-1.933,0.453,NN            ,9.19,0.83,11.61,2100,-901,1887,-196,9432,NGC 7789                       ,359.334,56.726
NGC_7790         ,-0.387,61.21,0.059,173,-3.276,-1.677,0.269,NN            ,8.11,1.65,12.6,3303,-1478,2953,-58,10253,NGC 7790                       ,359.613,61.21
NGC_869          ,34.741,57.134,0.136,503,-0.689,-1.082,0.399,NN            ,7.18,1.69,11.71,2197,-1540,1560,-143,10002,NGC 869                        ,34.741,57.134
NGC_884          ,35.584,57.149,0.125,322,-0.628,-1.066,0.398,NN            ,7.25,1.72,11.64,2130,-1504,1502,-132,9958,NGC 884                        ,35.584,57.149
NGC_886          ,35.898,63.8,0.34,153,3.186,-3.97,0.954,NN            ,8.91,0.78,10.05,1021,-694,747,48,9065,NGC 886                        ,35.898,63.8
NGC_957          ,38.343,57.553,0.13,114,-0.252,-1.073,0.405,NN            ,7.62,1.98,12.09,2614,-1887,1804,-120,10385,NGC 957                        ,38.343,57.553
Negueruela_1     ,356.849,63.219,0.022,52,-2.988,-1.343,0.289,NN            ,7.23,3.39,12.3,2879,-1252,2592,62,9936,Cl Negueruela 1                ,356.849,63.219
Patchick_3       ,79.12,45.584,0.061,27,-1.609,-1.288,0.561,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Patchick 3                     ,79.12,45.584
Patchick_75      ,303.758,33.925,0.015,21,-2.808,-4.421,0.113,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Patchick 75                    ,303.758,33.925
Patchick_90      ,101.181,-0.532,0.021,16,-0.15,1.063,0.126,NN            ,9.04,1.57,14.16,6783,-5709,-3656,-205,14517,Patchick 90                    ,101.181,-0.532
Patchick_94      ,247.397,-47.31,0.016,25,-2.993,-3.697,0.208,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Patchick 94                    ,247.397,-47.31
Pfleiderer_3     ,346.995,60.874,0.054,30,-1.826,-1.168,0.074,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Name Pfleiderer 3              ,346.995,60.874
Pismis_1         ,124.58,-37.102,0.025,56,-2.611,3.966,0.145,NN            ,7.47,1.69,13.77,5666,-1455,-5475,-70,11222,Cl Pismis 1                    ,124.58,-37.102
Pismis_11        ,138.974,-50.006,0.014,46,-5.397,3.926,0.335,NN            ,6.52,3.7,12.24,2807,80,-2805,-34,8722,Cl Pismis 11                   ,138.974,-50.006
Pismis_12        ,140.007,-45.131,0.053,174,-6.748,4.833,0.431,NN            ,9.09,1.41,11.62,2107,-49,-2103,118,8649,Cl Pismis 12                   ,140.007,-45.131
Pismis_15        ,143.684,-48.04,0.038,117,-5.302,3.329,0.354,NN            ,8.94,1.89,12.04,2559,111,-2553,127,8615,Cl Pismis 15                   ,143.684,-48.04
Pismis_16        ,147.812,-53.172,0.009,1,-5.794,3.471,0.356,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Pismis 16                   ,147.812,-53.172
Pismis_17        ,165.377,-59.873,0.05,19,-6.938,2.333,0.366,notEnoughStars,     ,     ,     ,      ,       ,       ,      ,      ,Cl Pismis 17                   ,165.3771,-59.873
Pismis_18        ,204.227,-62.091,0.048,236,-5.658,-2.286,0.332,NN            ,8.76,1.81,12.28,2860,1770,-2247,15,6943,Cl Pismis 18                   ,204.2271,-62.091
Pismis_19        ,217.666,-60.889,0.035,430,-5.46,-3.247,0.255,NN            ,8.92,3.66,12.73,3515,2473,-2498,-18,6376,Cl Pismis 19                   ,217.666,-60.889
Pismis_2         ,124.477,-41.674,0.026,199,-4.756,5.325,0.221,NN            ,9.27,3.32,13.05,4066,-784,-3983,-236,9955,Cl Pismis 2                    ,124.477,-41.674
Pismis_20        ,228.848,-59.073,0.046,97,-3.831,-2.911,0.291,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Pismis 20                   ,228.848,-59.073
Pismis_21        ,229.199,-59.659,0.04,92,-4.143,-3.761,0.29,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Pismis 21                   ,229.199,-59.659
Pismis_22        ,243.552,-51.869,0.026,41,-3.882,-4.263,0.102,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Pismis 22                   ,243.552,-51.869
Pismis_23        ,245.99,-48.891,0.011,71,-2.679,-3.209,0.166,tooRed        ,     ,     ,     ,      ,       ,       ,      ,      ,Cl Pismis 23                   ,245.99,-48.891
Pismis_27        ,92.719,20.617,0.051,35,-0.14,-1.994,0.504,NN            ,6.73,1.5,11.38,1883,-1854,-329,26,10200,Cl Pismis 27                   ,92.719,20.617
Pismis_3         ,127.834,-38.64,0.113,980,-4.809,6.645,0.403,NN            ,9.5,2.35,11.86,2349,-494,-2296,20,9128,Cl Pismis 3                    ,127.834,-38.64
Pismis_4         ,128.79,-44.407,0.291,98,-8.236,5.337,1.414,NN            ,8.08,0.18,9.21,695,-85,-689,-28,8453,Cl Pismis 4                    ,128.79,-44.407
Pismis_5         ,129.407,-39.603,0.124,80,-5.494,4.275,1.026,NN            ,7,1.48,9.87,941,-173,-925,14,8564,Cl Pismis 5                    ,129.407,-39.603
Pismis_7         ,130.287,-38.699,0.034,109,-3.312,2.793,0.15,NN            ,8.89,1.6,13.32,4611,-875,-4524,160,10266,Cl Pismis 7                    ,130.287,-38.699
Pismis_8         ,130.407,-46.272,0.034,44,-5.757,4.945,0.517,NN            ,7.51,1.58,11.4,1903,-162,-1894,-85,8711,Cl Pismis 8                    ,130.407,-46.272
Pismis_Moreno_1  ,334.695,63.251,0.075,62,-2.301,-2.251,1.051,NN            ,6.95,2.06,9.96,981,-281,936,90,8671,Name Cl Pismis-Moreno 1        ,334.695,63.251
Platais_10       ,205.22,-59.271,0.485,20,-30.591,-10.215,4.158,NN            ,8.04,0.22,6.91,240,152,-186,12,8190,Cl Platais 10                  ,205.2203,-59.271
Platais_3        ,69.976,71.28,1.723,81,3.616,-20.931,5.62,manual        ,8.25,0,6.25,177,-129,111,49,8470,Cl Platais 3                   ,69.976,71.2801
Platais_8        ,136.718,-58.685,2.716,211,-15.596,14.474,7.415,NN            ,7.48,0.14,5.64,134,16,-132,-17,8324,Cl Platais 8                   ,136.7181,-58.6851
Platais_9        ,139.241,-43.862,1.595,125,-24.705,13.333,5.463,NN            ,7.7,0,6.2,173,-7,-173,11,8349,Cl Platais 9                   ,139.2411,-43.8621
Pozzo_1          ,122.374,-47.335,0.625,341,-6.516,9.53,2.853,NN            ,6.98,0.07,7.6,330,-41,-325,-44,8387,Name Pozzo 1                   ,122.374,-47.335
RSG_1            ,75.508,37.475,0.621,98,0.77,-12.33,3.001,NN            ,8.09,0.53,7.71,347,-339,73,-16,8680,RSG 1                          ,75.508,37.4751
RSG_5            ,303.482,45.574,0.867,162,3.573,1.605,2.945,NN            ,7.54,0.01,7.58,328,47,323,34,8299,RSG 5                          ,303.482,45.574
RSG_7            ,344.19,59.363,0.826,124,4.927,-1.865,2.337,NN            ,7.59,0.57,8.1,416,-133,393,-2,8483,RSG 7                          ,344.19,59.363
RSG_8            ,344.983,59.371,1.015,170,5.343,-1.654,2.21,NN            ,7.43,0.53,8.17,431,-141,407,-3,8491,RSG 8                          ,344.983,59.371
Riddle_4         ,31.862,60.26,0.037,41,-0.757,-0.451,0.339,NN            ,7.43,3.01,12.44,3073,-2065,2275,-66,10651,Riddle 4                       ,31.862,60.26
Roslund_2        ,296.261,23.977,0.16,97,-1.741,-5.115,0.463,NN            ,7.06,2.74,11.6,2091,1039,1815,-6,7522,Cl Roslund 2                   ,296.261,23.977
Roslund_3        ,299.695,20.509,0.081,104,-0.386,-5.108,0.585,NN            ,7.73,0.77,11.04,1616,833,1378,-131,7632,Cl Roslund 3                   ,299.695,20.509
Roslund_4        ,301.199,29.196,0.061,31,-2.166,-5.057,0.423,NN            ,7.23,2.33,11.57,2059,805,1894,-45,7768,Cl Roslund 4                   ,301.199,29.196
Roslund_5        ,302.641,33.751,0.378,151,1.981,-1.164,1.831,NN            ,7.99,0.35,8.69,546,173,517,1,8182,Cl Roslund 5                   ,302.641,33.751
Roslund_6        ,307.185,39.798,1.004,247,5.875,2.155,2.809,NN            ,7.95,0,7.88,375,74,368,3,8273,Cl Roslund 6                   ,307.185,39.798
Roslund_7        ,313.196,37.847,0.46,128,1.729,-0.36,0.78,NN            ,8.1,0.49,10.39,1198,211,1176,-90,8213,Cl Roslund 7                   ,313.196,37.847
Ruprecht_1       ,99.084,-14.157,0.126,115,-0.316,-0.9,0.631,NN            ,8.46,0.61,10.93,1533,-1088,-1049,-258,9486,Cl Ruprecht 1                  ,99.084,-14.157
Ruprecht_10      ,106.626,-20.125,0.047,25,-0.849,0.564,0.435,NN            ,8.46,0.55,11.71,2198,-1329,-1737,-224,9824,Cl Ruprecht 10                 ,106.626,-20.125
Ruprecht_100     ,181.52,-62.624,0.047,48,-8.255,0.898,0.253,NN            ,8.31,1.56,12.64,3373,1570,-2985,-12,7398,Cl Ruprecht 100                ,181.5201,-62.624
Ruprecht_101     ,182.398,-62.995,0.083,257,-9.521,0.479,0.272,NN            ,9.02,1.32,12.24,2809,1327,-2475,-24,7436,Cl Ruprecht 101                ,182.3981,-62.995
Ruprecht_102     ,183.393,-62.719,0.032,47,-4.109,0.293,0.305,NN            ,8.64,1.55,12.48,3126,1496,-2744,-9,7372,Cl Ruprecht 102                ,183.393,-62.719
Ruprecht_105     ,188.694,-61.592,0.106,42,-5.986,-0.001,0.46,NN            ,8.59,1.5,11.56,2050,1054,-1758,43,7494,Cl Ruprecht 105                ,188.6941,-61.592
Ruprecht_107     ,199.937,-64.944,0.033,40,-5.845,-1.622,0.237,NN            ,8.31,1.01,12.7,3464,2030,-2802,-135,6903,Cl Ruprecht 107                ,199.9371,-64.944
Ruprecht_108     ,203.002,-58.509,0.106,32,-9.025,-2.323,0.977,NN            ,7.92,0.27,9.98,992,612,-778,68,7766,Cl Ruprecht 108                ,203.0021,-58.509
Ruprecht_111     ,219.01,-59.975,0.089,130,-7.214,-6.113,0.666,NN            ,8.96,1.25,10.81,1451,1038,-1014,7,7371,Cl Ruprecht 111                ,219.0101,-59.975
Ruprecht_112     ,224.256,-62.56,0.113,374,-4.421,-4.23,0.322,NN            ,8.73,2.07,12.18,2733,1991,-1866,-149,6617,Cl Ruprecht 112                ,224.256,-62.56
Ruprecht_115     ,243.215,-52.393,0.052,97,-4.333,-4.546,0.366,NN            ,8.37,2.25,11.86,2355,2058,-1142,-34,6384,Cl Ruprecht 115                ,243.215,-52.393
Ruprecht_117     ,245.888,-51.879,0.056,69,-0.474,-2.234,0.276,NN            ,8.12,1.47,12.59,3294,2921,-1520,-93,5628,Cl Ruprecht 117                ,245.888,-51.879
Ruprecht_119     ,247.039,-51.5,0.094,82,-1.3,-3.413,0.433,NN            ,7.68,1.49,11.74,2228,1989,-1002,-72,6429,Cl Ruprecht 119                ,247.039,-51.5
Ruprecht_121     ,250.436,-46.159,0.101,330,-1.073,-2.569,0.462,NN            ,8.25,2.54,11.48,1974,1840,-716,3,6539,Cl Ruprecht 121                ,250.436,-46.159
Ruprecht_126     ,263.783,-34.306,0.051,70,-0.457,-3.295,0.244,NN            ,8,3.23,12.58,3274,3257,-327,-54,5093,Cl Ruprecht 126                ,263.783,-34.306
Ruprecht_127     ,264.462,-36.309,0.061,55,-0.297,-2.266,0.385,NN            ,7.13,3.04,11.81,2298,2278,-284,-100,6067,Cl Ruprecht 127                ,264.462,-36.309
Ruprecht_128     ,266.063,-34.879,0.057,165,1.889,-1.262,0.498,NN            ,8.98,1.92,11.24,1772,1763,-161,-88,6578,Cl Ruprecht 128                ,266.063,-34.879
Ruprecht_130     ,266.9,-30.098,0.037,42,0.477,-1.795,0.389,NN            ,8.6,2.76,11.85,2345,2345,-31,-39,5994,Cl Ruprecht 130                ,266.9,-30.098
Ruprecht_134     ,268.184,-29.537,0.055,80,-1.653,-2.432,0.391,NN            ,9.22,1.15,11.76,2252,2251,11,-64,6088,Cl Ruprecht 134                ,268.184,-29.537
Ruprecht_135     ,269.511,-11.646,0.072,48,1.42,-1.415,0.901,NN            ,8.81,1.87,10.12,1054,1005,296,115,7340,Cl Ruprecht 135                ,269.511,-11.646
Ruprecht_138     ,269.984,-24.665,0.057,83,0.248,-1.147,0.369,NN            ,6.98,2.21,12.18,2732,2721,252,-27,5624,Cl Ruprecht 138                ,269.984,-24.665
Ruprecht_143     ,278.174,-12.148,0.045,78,0.722,-1.086,0.323,NN            ,8.6,2.38,12.21,2764,2597,945,-68,5820,Cl Ruprecht 143                ,278.174,-12.148
Ruprecht_144     ,278.437,-11.425,0.15,32,0.142,-0.876,0.555,NN            ,7.48,1.9,11.01,1591,1487,564,-36,6875,Cl Ruprecht 144                ,278.437,-11.425
