#
# http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=B/ocl/clusters
#
"P","Cluster","RAJ2000","DEJ2000","Class","Diam","Dist","E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","Nc","K14","RV","e_RV","o_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","TrType","WEBDA","Lynga","recno","r_pmRA","r_RV"
" ","ASCC 8           ","02 20 49","+59 36 36","  ",36,2200,0.55,6.76,0.56,0.04,-0.43,0.02,1411,"K14",-17.4,0.49,3,"      ","      ","  ","        ","WEBDA","Lynga",128,"D14","D14"
"P","Berkeley 64      ","02 21 06","+65 54 00","  ",2,3981,1.05,9,-2.2,0.42,2.38,0.42,4,"K14","       ","     ","   ",-0.61,"      ","  ","        ","WEBDA","Lynga",129,"K12",
"P","NGC 884          ","02 22 23","+57 07 33","v ",18.2,2940,0.56,7.1,-2.29,0.03,-0.63,0.02,777,"K14",-42.64,0.27,5,-0.3,"      ","  ","        ","WEBDA","Lynga",130,"D14","MMU"
" ","Stock 6          ","02 23 42","+63 52 00","d ",14,1700,0.4,8.48,0.57,0.16,3.05,0.22,308,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",131,"D14",
" ","FSR 0584         ","02 27 11","+61 37 40","IR",2,2009,1.041,9.1,1.19,0.69,0.55,0.69,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",132,"K12",
" ","FSR 0591         ","02 27 44","+58 45 32","IR",4,2200,1.249,8.95,0.57,0.01,0.35,0.14,52,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",133,"D14",
" ","Majaess 29       ","02 28 07","+72 37 35","IR",11,"     ","      ","      ",-0.97,0.59,2.94,0.41,59,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",134,"D14",
" ","Tombaugh 4       ","02 28 54","+61 47 00","  ",7,3850,1.25,8.7,2.05,0.31,-5.23,0.28,101,"K14","       ","     ","   ","      ","      ","  ","2-1-m-n ","WEBDA","Lynga",135,"D14",
" ","Teutsch 55       ","02 29 00","+62 05 39","  ",8,6020,0.82,6.7,-1.25,0.11,0.47,0.31,84,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",136,"D14",
" ","Markarian 6      ","02 29 40","+60 42 24","  ",6,698,0.606,7.214,-3.33,0.85,0.24,0.84,2,"K14",-7.18,5.23,3,"      ","      ","  ","        ","WEBDA","Lynga",137,"BDW","D14"
" ","FSR 0596         ","02 29 52","+58 06 37","IR",3.7,1417,0.521,9.15,-1.49,0.31,2.97,0.31,6,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",138,"K12",
" ","NGC 956          ","02 32 15","+44 38 48","d ",9,2613,0.354,9.1,-0.86,0.24,-0.14,0.5,64,"K14","       ","     ","   ","      ","      ","  ","-2-m-*  ","WEBDA","Lynga",139,"D14",
"P","IC 1805          ","02 32 42","+61 27 00","  ",20,2344,0.87,6.48,-2.1,1.35,-1.57,1.35,15,"K14",-45,10.7,6,"      ","      ","  ","        ","WEBDA","Lynga",140,"BDW","DL03"
"P","Czernik 8        ","02 33 00","+58 44 00","  ",2,1409,0.803,7.904,4.92,0.46,0.7,0.62,10,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",141,"LOK",
"P","NGC 957          ","02 33 21","+57 33 36","  ",10,2200,0.71,7,-1.33,0.05,-0.14,0.01,175,"K14",-34.34,1.2,2,"      ","      ","  ","        ","WEBDA","Lynga",142,"D14","FM09"
" ","Czernik 9        ","02 33 32","+59 53 12","  ",3.2,1660,1.05,8.8,-1.4,0.02,0.28,0.02,36,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",143,"D14",
" ","Czernik 10       ","02 33 54","+60 10 00","d ",2.2,1575,1.71,8.3,-4.33,0.42,-2.86,0.42,11,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",144,"K12",
" ","SAI 21           ","02 34 45","+62 34 22","  ",3,1860,0.58,8.5,-2.95,0.65,-1.76,0.22,24,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",145,"D14",
"P","King 4           ","02 35 42","+59 00 00","  ",5,3172,0.863,7.605,0.52,0.3,2.44,0.16,67,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",146,"D14",
" ","Czernik 11       ","02 36 35","+59 38 00","  ",3,1210,1,8.54,-0.08,0.42,-0.53,0.58,36,"K14","       ","     ","   ","      ","      ","  ","4-2-p-n ","WEBDA","Lynga",147,"D14",
"P","Trumpler 2       ","02 36 53","+55 54 54","  ",17,725,0.4,7.95,0.11,0.08,-3.49,0.12,346,"K14",2.4,0.7,"   ","      ","      ","  ","        ","WEBDA","Lynga",148,"D14","RGDZ"
" ","FSR 0611         ","02 37 38","+56 24 54","IR",5.5,1000,0.5,8.75,-0.91,0.35,-2.28,0.21,59,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",149,"D14",
"P","Berkeley 65      ","02 39 00","+60 25 00","  ",5,2274,1.121,6.995,-1.47,0.02,-2.65,0.36,44,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",150,"D14",
" ","Czernik 12       ","02 39 12","+54 55 00","  ",6,2000,0.26,9.1,-0.75,0.2,-1.66,0.11,73,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",151,"D14",
"P","NGC 1039         ","02 42 05","+42 45 42","  ",35,499,0.07,8.249,-0.28,0.15,-6.91,0.15,106,"K14",-16.8,3.8,1,0.07,0.03,4,"        ","WEBDA","Lynga",152,"K12","D14"
" ","FSR 0614         ","02 42 34","+56 44 00","IR",2.8,2434,0.833,8.8,0.19,0.43,-2.81,0.43,10,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",153,"K12",
"P","NGC 1027         ","02 42 43","+61 38 01","  ",6.2,1030,0.41,8.4,-2.46,0.13,0.95,0.14,94,"K14",15.63,0.2,1,"      ","      ","  ","        ","WEBDA","Lynga",154,"D14","MMU"
" ","Majaess 30       ","02 44 36","+60 59 42","IR",2,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",155,"   ",
"P","Czernik 13       ","02 44 42","+62 21 00","  ",4,3961,0.755,6.854,-1.05,0.7,-2.21,0.35,61,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",156,"D14",
" ","ASCC 9           ","02 46 55","+57 43 48","  ",20.4,2900,0.9,6.79,-0.93,0.09,-0.33,0.14,394,"K14",-40.73,2.04,2,"      ","      ","  ","        ","WEBDA","Lynga",157,"D14","D14"
" ","Teutsch 162      ","02 47 40","+61 58 30","  ",9,2050,0.51,7,-0.65,0.16,-1.98,0.17,141,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",158,"D14",
"P","IC 1848          ","02 51 12","+60 26 00","  ",18,2200,0.66,6.7,-5.15,1.32,0.35,1.38,3,"K14",-33.76,5.08,4,"      ","      ","  ","        ","WEBDA","Lynga",159,"BDW","D14"
" ","Collinder 34     ","02 59 23","+60 34 00","d ",25,"     ","      ","      ",0.4,0.07,0.44,0.04,765,"K14",-40,6.7,1,"      ","      ","  ","1-3-p-n ","WEBDA","Lynga",160,"D14","D14"
" ","SAI 24           ","02 59 25","+60 33 58","  ",6,1000,0.5,7.2,-0.99,0.07,1.17,0.01,86,"K14",-40,6.7,1,"      ","      ","  ","        ","WEBDA","Lynga",161,"D14","D14"
" ","SAI 25           ","03 00 27","+57 16 02","  ",7,2290,0.84,9.15,-2.19,0.31,2.82,0.52,45,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",162,"D14",
"P","Berkeley 66      ","03 04 18","+58 46 00","  ",4,5000,1.28,9.6,-0.63,0.68,2.6,0.98,37,"K14",-50.6,0.2,2,-0.48,0.24,2,"        ","WEBDA","Lynga",163,"D14","VGB"
"P","NGC 1193         ","03 05 56","+44 23 00","  ",3,4571,0.19,9.7,1.05,0.62,-4.96,0.97,26,"K14",-82,10.39,4,-0.293,0.17,4,"        ","WEBDA","Lynga",164,"D14","K12"
"P","NGC 1252         ","03 10 49","-57 46 00","cr",8,790,0,9.45,7.68,1.99,3.61,2.6,19,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",165,"D14",
"P","NGC 1220         ","03 11 40","+53 20 42","  ",4,1800,0.7,7.778,-0.13,0.91,-0.5,0.21,30,"K14","       ","     ","   ","      ","      ","  ","1-1-p-* ","WEBDA","Lynga",166,"D14",
" ","Trumpler 3       ","03 11 48","+63 15 00","  ",12,460,0.19,8.3,-2.88,0.16,-0.7,0.02,98,"K14",-8.58,1.12,2,"      ","      ","  ","3-2-m-* ","WEBDA","Lynga",167,"D14","MMU"
"P","NGC 1245         ","03 14 42","+47 14 12","  ",32,2818,0.24,9.03,1.83,0.06,-1.92,0.05,1684,"K14",-29.7,1.12,16,-0.04,0.05,13,"        ","WEBDA","Lynga",168,"D14","JPF"
"P","King 5           ","03 14 45","+52 41 12","  ",14.2,1740,0.7,9.1,-0.17,0.16,-3.31,0.07,237,"K14",-52,12,19,-0.3,0.17,19,"        ","WEBDA","Lynga",169,"D14","FJ02"
" ","Stock 23         ","03 16 11","+60 06 56","  ",29,380,0.26,7.51,0.41,0.16,-1.33,0.1,396,"K14",-8.53,5.15,4,"      ","      ","  ","2-3-p-n ","WEBDA","Lynga",170,"D14","D14"
" ","Czernik 14       ","03 16 54","+58 36 00","  ",2,2175,1.71,8.4,0.33,0.42,-2.46,0.42,3,"K14","       ","     ","   ","      ","      ","  ","3-1-p-* ","WEBDA","Lynga",171,"K12",
" ","Alessi 13        ","03 21 42","-36 18 00","  ",200,100,"      ","      ",36.39,1.73,-4.74,1.73,12,"K14",19.53,3,3,0.17,"      ","  ","        ","WEBDA","Lynga",172,"ALE","K07"
" ","Czernik 15       ","03 23 12","+52 15 00","  ",2.4,1155,1,7.3,1.42,0.7,-0.01,0.7,3,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",173,"K12",
" ","FSR 0628         ","03 23 12","+60 33 46","IR",5.4,5001,1.049,9.25,-1.55,0.34,-1.34,0.46,33,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",174,"D14",
" ","Melotte 20       ","03 24 19","+49 51 42","  ",300,185,0.09,7.854,22.41,0.21,-25.87,0.25,60,"K14",-1.39,0.17,23,0.04,0.02,19,"        ","WEBDA","Lynga",175,"LOK","M09"
" ","Alessi Teutsch 9 ","03 27 27","+34 57 12","  ",57.6,700,0.1,8.65,-3.08,0.37,-1.01,0.37,13,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",176,"K05",
" ","King 6           ","03 27 50","+56 23 59","  ",3.5,871,0.5,8.4,2.29,0.02,-1.8,0.06,28,"K14","       ","     ","   ",0.46,"      ","  ","2-2-m-* ","WEBDA","Lynga",177,"D14",
" ","Czernik 16       ","03 30 48","+52 39 00","  ",5,2580,1.29,8.3,0.29,0.45,-3.4,0.62,33,"K14","       ","     ","   ","      ","      ","  ","4-2-p-* ","WEBDA","Lynga",178,"D14",
"P","NGC 1342         ","03 31 38","+37 22 36","  ",15,665,0.319,8.655,-2.99,0.2,-1.82,0.15,146,"K14",-10.67,0.11,3,-0.16,0.11,"  ","        ","WEBDA","Lynga",179,"D14","MMU"
" ","ASCC 11          ","03 32 17","+44 50 24","  ",42,650,0.15,8.61,1.26,0.17,-4.75,0.17,12,"K14",-3.24,3.33,3,"      ","      ","  ","        ","WEBDA","Lynga",180,"K12","D14"
" ","Berkeley 9       ","03 32 39","+52 39 14","  ",6.3,1480,0.79,9.3,1.07,0.01,-0.57,0.21,64,"K14","       ","     ","   ","      ","      ","  ","2-1-p-* ","WEBDA","Lynga",181,"D14",
" ","NGC 1348         ","03 34 06","+51 24 30","  ",6,1820,1.02,8.11,0.59,0.01,-0.45,0.01,45,"K14","       ","     ","   ",0.07,"      ","  ","3-2-m-* ","WEBDA","Lynga",182,"D14",
" ","Berkeley 10      ","03 39 32","+66 29 09","  ",10,1700,0.75,9.06,-2.11,0.01,-0.5,0.19,108,"K14","       ","     ","   ",-0.49,"      ","  ","2-2-m-* ","WEBDA","Lynga",183,"D14",
" ","SAI 30           ","03 40 22","+82 14 00","  ",3,3100,1.25,8,2.2,1.53,0.97,1.2,16,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",184,"D14",
" ","FSR 0634         ","03 40 24","+59 25 10","IR",1.2,2301,1.149,8.952,26.81,0.34,-20.15,1.31,4,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",185,"D14",
" ","Alessi Teutsch 10","03 44 26","+29 40 00","  ",25,"     ","      ","      ",4.85,0.23,-3.35,0.18,201,"K14",26.07,10,1,"      ","      ","  ","        ","WEBDA","Lynga",186,"D14","D14"
" ","IC 348           ","03 44 34","+32 09 48","  ",8,385,0.929,7.641,3.38,0.02,-7.37,0.02,33,"K14",18.1,3.5,4,"      ","      ","  ","        ","WEBDA","Lynga",187,"D14","DL03"
" ","Melotte 22       ","03 47 00","+24 07 00","  ",120,133,0.03,8.131,19.88,0.25,-45,0.25,50,"K14",5.94,0.08,49,-0.03,0.02,15,"        ","WEBDA","Lynga",188,"TYC","M09"
" ","Juchert 11       ","03 47 18","+53 54 35","  ",5,3000,1.901,8.9,18.07,0.27,-17.76,0.67,6,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",189,"D14",
" ","Tombaugh 5       ","03 47 48","+59 03 00","  ",14,1750,0.8,8.3,-0.72,0.01,-1.75,0.07,304,"K14",-5.8,0.3,1,"      ","      ","  ","3-2-r-* ","WEBDA","Lynga",190,"D14","K12"
"P","NGC 1444         ","03 49 25","+52 39 30","  ",4,1199,0.712,7.964,2.34,0.98,-1.95,0.85,1,"K14",2,3.76,2,"      ","      ","  ","        ","WEBDA","Lynga",191,"BDW","D14"
" ","Majaess 36       ","03 51 37","+51 31 00","IR",4,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",192,"   ",
" ","Czernik 17       ","03 52 24","+61 57 00","  ",8,7000,0.72,8.05,-2.3,0.79,1.81,0.02,37,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",193,"D14",
" ","Juchert 9        ","03 55 21","+58 23 30","  ",3,4400,0.79,7.6,-0.35,0.33,0.92,0.02,28,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",194,"D14",
" ","FSR 0654         ","03 55 35","+54 01 14","IR",3.1,4000,1.42,8.508,1.3,0.9,-6.13,0.03,16,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",195,"D14",
" ","FSR 0655         ","03 56 14","+53 51 54","IR",1.4,1742,1.228,8.72,1.21,0.72,-2.24,0.72,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",196,"K12",
" ","NGC 1520         ","03 57 51","-76 47 42","  ",7.2,775,0.06,9.3,4.39,1.25,3.83,3.18,22,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",197,"D14",
" ","FSR 0656         ","03 58 53","+53 37 54","IR",1.5,1400,0.949,8.895,-0.1,0.11,-1.84,1.34,9,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",198,"D14",
"P","King 7           ","03 59 00","+51 48 00","  ",7,2200,1.25,8.82,0.83,0.23,-1.36,0.01,89,"K14","       ","     ","   ",-0.17,0.06,1,"        ","WEBDA","Lynga",199,"D14",
" ","FSR 0647         ","03 59 11","+57 13 37","IR",2.5,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",200,"   ",
" ","Alicante 1       ","03 59 18","+57 14 14","  ",2,3981,0.67,6.6,-1.76,1,1.36,1,2,"K14",-32.4,0,1,"      ","      ","  ","        ","WEBDA","Lynga",201,"K12","K12"
" ","NGC 1498         ","04 00 18","-12 00 54","p ",7.6,1020,0.04,9.2,2.07,2.41,-7.54,3.44,8,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",202,"D14",
" ","Juchert 19       ","04 02 20","+52 26 39","  ",2,1340,0.28,9.3,-4.65,0.51,-3.83,0.51,3,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",203,"K12",
" ","FSR 0660         ","04 02 38","+51 55 56","IR",2.6,5126,0.625,9.22,-4.81,0.39,0.71,0.39,7,"K14","       ","     ","   ",-0.49,0.04,1,"        ","WEBDA","Lynga",204,"K12",
" ","Majaess 41       ","04 03 19","+51 17 58","IR",25,"     ","      ","      ",0.19,0.09,0.05,0.09,345,"K14",-24.2,1.3,1,"      ","      ","  ","        ","WEBDA","Lynga",205,"D14","D14"
" ","Majaess 42       ","04 03 48","+51 01 05","IR",2,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",206,"   ",
"P","NGC 1496         ","04 04 32","+52 39 42","  ",4,1230,0.45,8.8,0.48,0.29,1.4,0.01,52,"K14",-14.43,0.18,1,"      ","      ","  ","        ","WEBDA","Lynga",207,"D14","MMU"
" ","FSR 0665         ","04 05 12","+51 31 20","IR",4.3,"     ","      ","      ",1.01,0.94,1.52,0.33,27,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",208,"D14",
" ","Dolidze 14       ","04 06 43","+27 32 34","  ",19,1670,0.32,9.1,1.71,0.21,-0.88,0.13,131,"K14","       ","     ","   ","      ","      ","  ","3-1-p-* ","WEBDA","Lynga",209,"D14",
" ","FSR 0667         ","04 07 09","+51 10 18","IR",2.8,1818,0.937,8.08,-0.66,0.65,-1.05,0.65,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",210,"K12",
"P","NGC 1502         ","04 07 50","+62 19 54","v ",8,1000,0.7,7,-0.55,0.1,-0.91,0.02,102,"K14",-9.7,0.27,3,"      ","      ","  ","1-3-m-* ","WEBDA","Lynga",211,"D14","MMU"
"P","NGC 1513         ","04 09 57","+49 30 54","  ",10,1320,0.67,8.11,1.11,0.13,-4.66,0.12,180,"K14",-15.13,1.04,1,"      ","      ","  ","        ","WEBDA","Lynga",212,"D14","FM09"
" ","Juchert 20       ","04 10 47","+46 52 01","  ",5,2420,0.7,8.55,-0.09,0.53,-0.92,0.12,51,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",213,"D14",
" ","FSR 0674         ","04 12 21","+48 44 07","IR",2,3400,1.02,8.56,-2.37,0.43,-1.78,0.43,12,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",214,"K12",
" ","NGC 1557         ","04 13 11","-70 28 18","p ",26,1055,0.11,9.48,2.86,0.51,5.71,0.77,120,"K14",4.96,3.6,2,"      ","      ","  ","        ","WEBDA","Lynga",215,"D14","D14"
"P","NGC 1528         ","04 15 23","+51 12 54","  ",16,1090,0.26,8.6,0.9,0.07,-1.08,0.07,405,"K14",-16.9,0.48,5,"      ","      ","  ","        ","WEBDA","Lynga",216,"D14","FM09"
" ","SAI 36           ","04 16 50","+41 04 00","  ",3,3000,0.55,9.1,0.86,0.08,-3.77,0.02,22,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",217,"D14",
" ","Waterloo 1       ","04 18 36","+52 51 30","d ",5,4400,0.91,8.6,-0.94,0.68,-1.4,0.53,41,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",218,"D14",
" ","IC 361           ","04 19 00","+58 18 00","  ",6,1070,1.117,7.718,1.28,0.01,-2.52,0.01,139,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",219,"D14",
" ","Mayer 2          ","04 19 45","+53 10 00","  ",3,1589,1.06,7.4,-1.41,0.42,-5.88,0.97,20,"K14","       ","     ","   ","      ","      ","  ","3-1-p-n ","WEBDA","Lynga",220,"D14",
"P","Berkeley 11      ","04 20 36","+44 55 00","  ",5,2200,0.95,8.041,0.87,0.46,-2.71,0.5,79,"K14","       ","     ","   ",0.01,0.14,"  ","        ","WEBDA","Lynga",221,"D14",
"P","NGC 1545         ","04 20 57","+50 15 12","  ",18,711,0.303,8.448,-0.22,0.09,-1.52,0.1,377,"K14",-12.42,0.66,3,-0.13,0.08,3,"        ","WEBDA","Lynga",222,"D14","MMU"
" ","NGC 1548         ","04 21 20","+36 55 00","nf",30,2501,1.099,9.02,3.71,0.1,-2.39,0.17,377,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",223,"D14",
" ","FSR 0671         ","04 22 30","+51 50 40","IR",0.6,3501,1.399,7.9,-1.2,0.56,2.09,0.56,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",224,"K12",
" ","FSR 0756         ","04 24 13","+29 42 14","  ",4.2,1800,0.97,8.48,1.78,0.02,-2.72,0.66,23,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",225,"D14",
" ","FSR 0662         ","04 24 30","+54 58 01","IR",3.6,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",226,"   ",
" ","FSR 0686         ","04 25 51","+46 05 53","IR",1.3,1638,1.02,8.61,-1.64,1.92,-5.37,0.47,14,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",227,"D14",
" ","Melotte 25       ","04 26 54","+15 52 00","  ",330,45,0.01,8.896,"       ","     ","       ","     ","     ","K14",39.29,0.25,33,0.13,0.05,55,"        ","WEBDA","Lynga",228,"   ","M09"
" ","Czernik 18       ","04 28 00","+30 56 00","  ",5,1052,0.27,9,0.1,0.02,-3.72,0.29,43,"K14","       ","     ","   ","      ","      ","  ","4-1-p-* ","WEBDA","Lynga",229,"D14",
" ","NGC 1582         ","04 31 39","+43 44 36","d ",24,1100,0.35,8.47,0.22,0.07,0.13,0.11,599,"K14",5.53,1,3,"      ","      ","  ","4-2-p-* ","WEBDA","Lynga",230,"D14","K12"
" ","NGC 1605         ","04 34 53","+45 16 12","  ",6,2559,0.97,7.61,-1.97,0.19,-2.04,0.1,91,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",231,"D14",
" ","NGC 1641         ","04 35 32","-65 45 00","p ",11,985,0.104,9.52,6.48,1.38,8.5,1.34,37,"K14","       ","     ","   ","      ","      ","  ","3-2-p-* ","WEBDA","Lynga",232,"D14",
" ","Berkeley 67      ","04 38 06","+50 45 00","d ",10,2450,0.79,9,-0.25,0.07,-1.07,0.01,101,"K14","       ","     ","   ","      ","      ","  ","3-1-m-* ","WEBDA","Lynga",233,"D14",
" ","FSR 0687         ","04 39 29","+48 11 40","IR",1.5,"     ","      ","      ","       ","     ","       ","     ","     ","K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",234,"   ",
"P","NGC 1624         ","04 40 36","+50 27 42","  ",3,6000,0.92,6.6,-0.78,0.16,-0.54,0.3,149,"K14","       ","     ","   ","      ","      ","  ","2-1-p-n ","WEBDA","Lynga",235,"D14",
" ","Platais 3        ","04 41 37","+71 14 12","  ",216,200,0.1,8.7,3.84,0.34,-21.35,0.55,3,"K14",7,3.7,1,"      ","      ","  ","        ","WEBDA","Lynga",236,"PLA","K05"
" ","FSR 0714         ","04 42 46","+41 55 19","IR",2.6,1819,0.625,9.06,-1.42,0.39,-0.2,0.39,7,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",237,"K12",
" ","FSR 0719         ","04 44 19","+41 48 51","IR",2.6,3500,0.62,8.945,-3.32,0.42,0.26,0.42,11,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",238,"K12",
" ","Berkeley 68      ","04 44 30","+42 04 00","  ",12,1678,0.671,8.391,-0.63,0.14,0.05,0.16,238,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",239,"D14",
" ","Berkeley 12      ","04 44 36","+42 41 00","  ",4,3162,0.7,9.6,-0.78,0.4,1.41,0.55,40,"K14","       ","     ","   ",0.07,"      ","  ","2-1-m-* ","WEBDA","Lynga",240,"D14",
" ","FSR 0723         ","04 44 57","+41 30 45","IR",0.8,3103,0.75,8.965,0.13,0.39,-0.17,0.39,4,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",241,"K12",
" ","FSR 0733         ","04 45 08","+39 46 32","IR",3.9,1500,0.5,9.06,-0.76,0.47,0.12,0.47,5,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",242,"K12",
" ","Majaess 50       ","04 45 27","+41 58 33","IR",17,"     ","      ","      ",-1.06,0.07,-0.21,0.12,394,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",243,"D14",
"P","NGC 1647         ","04 45 55","+19 06 54","  ",40,540,0.37,8.158,-0.74,0,-0.57,0.04,656,"K14",-7.02,0.22,2,"      ","      ","  ","        ","WEBDA","Lynga",244,"D14","MMU"
" ","Alessi 2         ","04 46 02","+55 12 24","  ",30,501,0.18,8.5,0.25,2.81,-1.09,2.81,23,"K14","       ","     ","   ","      ","      ","  ","4-3-m-* ","WEBDA","Lynga",245,"AMD",
" ","FSR 0717         ","04 46 06","+42 08 03","IR",2.1,1700,0.45,9.05,-3.13,0.45,-1.48,0.45,2,"K14","       ","     ","   ","      ","      ","  ","        ","WEBDA","Lynga",246,"K12",
